Name,RA,Dec,Region,IRAC1,IRAC2,IRAC3,IRAC4,MIPS1,WISE1,WISE2,WISE3,WISE4
Erickson2011_181,247.36869812,-24.3573799133,Oph,1.17E-03,7.59E-04,5.19E-04,2.74E-04,,1.242E-03,6.937E-04,,
Wilking2005_5,247.13609314,-24.3791446686,Oph,1.06E+00,9.99E-01,9.54E-01,7.74E-01,1.97E-01,1.029E+00,1.106E+00,4.161E-01,2.346E-01
Luhman2003_258,56.1075553894,32.1830024719,IC348,8.66E-04,6.96E-04,5.28E-04,,,,,,
Luhman2003_259,56.1392326355,32.1754112244,IC348,6.59E-04,5.87E-04,4.39E-04,,,,,,
Luhman2003_260,56.1264953613,32.1624107361,IC348,4.44E-04,3.48E-04,,,,,,,
Luhman2003_261,56.1119003296,32.1571388245,IC348,3.5E-04,2.3E-04,,,,,,,
Luhman2003_273,56.1121368408,32.2140693665,IC348,4.36E-04,3.02E-04,,,,,,,
ISO-CHAII29,194.79224,-77.203865,ChaII,7.94E-02,5.39E-02,4.01E-02,2.21E-02,2.66E-03,7.816E-02,5.36E-02,9.927E-03,3.657E-03
IRAS12556-7731,194.85995,-77.785744,ChaII,8.03E-01,4.46E-01,3.88E-01,3.16E-01,2.58E-01,8.29E-01,4.703E-01,2.714E-01,3.058E-01
Hn22_IRAS13005-7633,196.0952,-76.834869,ChaII,,,,,,8.681E-02,7.338E-02,4.13E-02,5.394E-02
WFIJ13005531-7708295,195.23059,-77.141556,ChaII,4.45E-02,,2.12E-02,,1.29E-03,4.705E-02,2.94E-02,5.686E-03,
RXJ1301.0-7654a,195.23425,-76.900589,ChaII,,,,,6.2E-03,2.071E-01,1.268E-01,2.471E-02,6.068E-03
Sz51,195.49548,-77.856071,ChaII,1.6E-01,1.54E-01,1.31E-01,1.17E-01,1.07E-01,1.473E-01,1.418E-01,7.021E-02,1.002E-01
CMCha_IRAS12584-7621,195.5563,-76.632721,ChaII,,,,,3.59E-01,2.743E-01,2.333E-01,2.754E-01,4.946E-01
C50,195.59529,-77.580399,ChaII,1.29E-02,9.83E-03,7.95E-03,6.95E-03,7.22E-03,1.225E-02,9.611E-03,6.223E-03,9.68E-03
RXJ1303.1-7706,195.76851,-77.117432,ChaII,,,,,3.65E-03,1.12E-01,6.729E-02,1.303E-02,
C51,195.78773,-77.933235,ChaII,2.77E-02,1.88E-02,1.34E-02,7.99E-03,9.57E-04,2.583E-02,1.86E-02,3.564E-03,
Hn23,196.10045,-76.833679,ChaII,,,,,2.08E-01,1.786E-01,1.828E-01,1.888E-01,2.165E-01
Sz52,196.10374,-77.875092,ChaII,2.82E-02,2.4E-02,2.08E-02,2.39E-02,4.27E-02,3.586E-02,4.454E-02,5.157E-02,7.739E-02
Hn24,196.23216,-77.663765,ChaII,1.16E-01,8.65E-02,7.71E-02,9.68E-02,2.48E-01,1.204E-01,1.031E-01,1.148E-01,2.815E-01
Hn25,196.28566,-77.561821,ChaII,7.87E-02,7.43E-02,7.14E-02,6.96E-02,7.15E-02,6.616E-02,6.427E-02,4.492E-02,8.254E-02
Sz57_C60,196.73567,-77.385971,ChaII,5.46E-02,,3.73E-02,,3.23E-02,5.065E-02,4.329E-02,2.992E-02,3.603E-02
Sz60E,196.84714,-77.623077,ChaII,4.56E-02,,3.92E-02,,5.81E-02,,,,
Wilking2005_10,246.914291382,-24.6543178558,Oph,2.82E-01,2.84E-01,3.33E-01,4.27E-01,1.14E+00,3.032E-01,3.302E-01,4.333E-01,1.179E+00
Wilking2005_36,247.051177979,-24.8457164764,Oph,5.68E-02,4.16E-02,2.93E-02,1.71E-02,2.1E-03,8.336E-02,5.728E-02,1.114E-02,1.075E-02
Wilking2005_47,246.637390137,-24.0046768188,Oph,3.02E-02,2.89E-02,3E-02,3.47E-02,3.53E-02,2.646E-02,2.468E-02,2.333E-02,4.561E-02
Winston2009_6,277.30975,1.124983,Serpens,2.98E-03,2.56E-03,2.29E-03,2.15E-03,1.94E-03,2.541E-03,2.466E-03,1.064E-03,
HD27679,65.2930145264,-24.5392208099,COL,,,,,,2.426E-01,1.322E-01,2.344E-02,7.875E-03
CD-65149M,46.5603752136,-65.3589859009,COL,,,,,,2.155E-01,1.202E-01,2.17E-02,6.36E-03
BD-11648,50.4569129944,-10.8716526031,COL,,,,,,6.214E-02,3.388E-02,5.639E-03,
G84990304M,51.0626945496,-59.0201454163,COL,,,,,,1.075E-01,6.07E-02,1.12E-02,4.376E-03
BD+03480M,52.062335968,4.16339588165,COL,,,,,,3.437E-01,1.897E-01,3.348E-02,1.14E-02
HD21997,52.973526001,-25.6141662598,COL,,,,,5.68E-02,1.151E+00,6.35E-01,1.04E-01,5.801E-02
HD22213,53.5680618286,-12.0686998367,COL,,,,,,5.891E-01,3.944E-01,6.65E-02,1.872E-02
BD-04700,59.4051437378,-4.27109098434,COL,,,,,,1.044E-01,5.572E-02,9.863E-03,
BD-15705,60.5686683655,-15.3582715988,COL,,,,,7.391E-03,2.977E-01,1.619E-01,2.921E-02,1.024E-02
HD26980M,63.5940475464,-38.3171348572,COL,,,,,,2.901E-01,1.58E-01,2.762E-02,8.149E-03
AC4002143M,44.5167427063,-62.6871185303,COL,,,,,,9.259E-02,5.11E-02,9.341E-03,
CD-431395,65.4528045654,-43.2923774719,COL,,,,,,1.361E-01,7.338E-02,1.319E-02,
HD30447,71.7062759399,-26.3024234772,COL,,,,,3.056E-02,5.548E-01,3.031E-01,5.162E-02,3.141E-02
G80771788,72.970993042,-46.7919311523,COL,,,,,,9.336E-02,5.465E-02,1.026E-02,3.253E-03
HD31242N,72.9731063843,-46.7870635986,COL,,,,,,1.894E-01,1.05E-01,1.808E-02,5.801E-03
BD-20951M,73.2063217163,-19.917131424,COL,,,,,,3.853E-01,2.072E-01,3.648E-02,1.173E-02
HD272836,73.2717056274,-48.7440719604,COL,,,,,,1.68E-01,9.136E-02,1.652E-02,4.676E-03
59001180,74.6490325928,-15.6251783371,COL,,,,,,7.547E-02,3.715E-02,5.834E-03,
BD-08995,74.7022094727,-8.72770690918,COL,,,,,,1.565E-01,8.448E-02,1.491E-02,4.222E-03
HD32372,75.2160873413,-41.0184898376,COL,,,,,,2.524E-01,1.365E-01,2.441E-02,8.431E-03
HD35114,80.1584777832,-39.7549743652,COL,,,,,3.265E-02,1.104E+00,6.444E-01,1.052E-01,3.742E-02
HD274561,82.2295761108,-45.5829048157,COL,,,,,,7.823E-02,4.226E-02,7.834E-03,
HD36329M,82.3503952026,-34.5154151917,COL,,,,,,5.407E-01,2.916E-01,4.934E-02,1.488E-02
HD269620M,82.3629379272,-68.8680114746,COL,,,,,,1.952E-01,1.046E-01,1.77E-02,3.022E-03
BD-191194,82.5794906616,-19.2755012512,COL,,,,,,2.518E-01,1.334E-01,2.388E-02,1.417E-02
Winston2009_23,277.47717,1.246376,Serpens,3.73E-03,2.69E-03,1.96E-03,1.23E-03,,,,,
Winston2009_38,277.59634,1.3360341,Serpens,4.73E-03,3.28E-03,2.21E-03,1.37E-03,3.9E-03,4.568E-03,2.989E-03,,
Winston2009_63,277.38785,1.121086,Serpens,2.07E-03,1.37E-03,9.81E-04,5.51E-04,,1.952E-03,1.265E-03,,
Oliveira2009_10,277.1142,-0.19728599,Serpens,1.13E+00,6.6E-01,6.31E-01,3.99E-01,1.2E-01,1.017E+00,6.717E-01,2.464E-01,1.543E-01
Oliveira2009_20,277.22485,0.76468599,Serpens,1.25E-02,1.05E-02,9.45E-03,1.12E-02,2.54E-02,1.173E-02,9.514E-03,1.365E-02,3.053E-02
Luhman2003_279,56.2726478577,32.0522193909,IC348,2.78E-03,2.23E-03,1.94E-03,1.74E-03,1.22E-03,,,,
Luhman2003_280,56.267791748,32.0515670776,IC348,2.38E-03,1.75E-03,1.19E-03,7.13E-04,,2.581E-03,1.852E-03,1.466E-03,
Luhman2003_281,56.274055481,32.0522460938,IC348,1.71E-02,1.12E-02,7.98E-03,4.82E-03,,2.088E-02,1.306E-02,4.274E-03,
HD51062M,103.447410583,-43.1141052246,COL,,,,,,4.824E-01,2.65E-01,4.622E-02,1.349E-02
SiciliaAguilar2011_7,285.38470459,-36.9675064087,CrA,2.12E-02,1.89E-02,1.64E-02,1.38E-02,1.62E-02,1.504E-02,1.464E-02,1.504E-02,4.265E-02
SiciliaAguilar2008_1,285.269195557,-37.0247879028,CrA,5.74E-03,4.31E-03,3.03E-03,1.82E-03,,5.767E-03,4.111E-03,,
SiciliaAguilar2008_2,285.473937988,-37.0094337463,CrA,3.16E-03,2.96E-03,2.74E-03,3.01E-03,3.09E-03,3.972E-03,4.6E-03,7.002E-03,5.479E-02
SiciliaAguilar2008_3,285.328887939,-36.9745101929,CrA,3.65E-02,3.48E-02,3.62E-02,3.5E-02,5.28E-02,3.424E-02,3.445E-02,2.957E-02,6.002E-02
SiciliaAguilar2008_4,285.317871094,-36.9411735535,CrA,8.69E-03,7.81E-03,6.77E-03,6.08E-03,7.46E-03,8.064E-03,7.151E-03,3.023E-03,7.377E-03
SiciliaAguilar2008_5,285.33682251,-37.0507583618,CrA,4.16E-03,3.08E-03,2.16E-03,1.35E-03,6E-04,4.186E-03,2.967E-03,7.086E-03,2.805E-02
SiciliaAguilar2008_6,285.550079346,-37.0525894165,CrA,6.15E-03,5.04E-03,4.26E-03,4.62E-03,4.63E-03,5.477E-03,4.613E-03,4.43E-03,
SiciliaAguilar2008_7,285.500518799,-37.0394515991,CrA,1.37E-02,9.21E-03,6.38E-03,3.87E-03,,1.368E-02,8.945E-03,2.734E-03,5.705E-03
SiciliaAguilar2008_11,285.356781006,-37.0815429688,CrA,1.15E-02,8.56E-03,5.94E-03,3.7E-03,,1.161E-02,8.233E-03,2.533E-03,
Neuhauser2000_3,280.21963501,-35.7780609131,CrA,,,,,,3.129E-02,1.914E-02,3.584E-03,
CD-363202,103.194755554,-36.6047096252,COL,,,,,,1.049E-01,5.649E-02,1.043E-02,
HD48370,100.754257202,-2.8886680603,COL,,,,,,9.554E-01,5.515E-01,9.179E-02,3.653E-02
Neuhauser2000_4,280.452331543,-35.4288063049,CrA,,,,,,2.09E-01,1.141E-01,1.968E-02,5.947E-03
Neuhauser2000_5,280.741577148,-35.5452041626,CrA,,,,,,2.614E-01,1.982E-01,1.579E-01,4.511E-01
Neuhauser2000_6,281.091339111,-35.6954269409,CrA,,,,,,1.541E-01,8.527E-02,1.608E-02,6.024E-03
Neuhauser2000_7,281.129882812,-37.3929786682,CrA,,,,,,6.555E-02,3.93E-02,6.982E-03,
HIP42794M,130.800949097,-79.0700836182,ECH,1.927E+00,1.133E+00,6.961E-01,4.084E-01,4.638E-02,2.046E+00,1.299E+00,1.84E-01,5.591E-02
EOCha,131.132843018,-78.7753295898,ECH,9.597E-02,5.941E-02,3.822E-02,2.242E-02,3.247E-03,1.117E-01,6.303E-02,1.198E-02,3.897E-03
CD-521641,100.302032471,-52.1273841858,COL,,,,,,1.391E-01,7.712E-02,1.401E-02,4.772E-03
Oliveira2009_43,277.31494,0.65323299,Serpens,1.36E-02,1.62E-02,1.51E-02,2.56E-02,6.05E-02,1.38E-02,1.569E-02,2.731E-02,7.323E-02
Oliveira2009_65,277.44696,0.66541702,Serpens,5.75E-03,4.17E-03,3.39E-03,4.77E-03,1.61E-02,6.477E-03,4.686E-03,5.049E-03,1.302E-02
Rigliaco2012_1,84.5549850464,-2.43578600883,SOri,9.562E-03,7.499E-03,6.147E-03,6.55E-03,,9.048E-03,6.705E-03,6.059E-03,7.661E-03
Rigliaco2012_5,84.6607894897,-2.69884991646,SOri,1.344E-03,9.016E-04,6.32E-04,3.253E-04,,1.221E-03,8.986E-04,,
Sacco2008_13,84.810295105,-2.47593188286,SOri,3.842E-03,2.698E-03,1.741E-03,9.733E-04,,4.012E-03,2.611E-03,1.398E-03,
Luhman2003_282,56.2197532654,32.0157051086,IC348,9.05E-03,6.59E-03,4.58E-03,2.82E-03,,9.141E-03,6.257E-03,2.323E-03,
Luhman2003_283,56.2545280457,32.0555686951,IC348,2.36E-03,1.66E-03,1.19E-03,7.08E-04,,,,,
Luhman2003_285,56.3845939636,32.0541687012,IC348,5.9E-03,3.93E-03,2.72E-03,1.67E-03,,5.929E-03,3.736E-03,,
HD105923,182.908996582,-71.1766738892,ECH,,,,,,4.564E-01,2.516E-01,4.43E-02,1.367E-02
G94161633,184.191421509,-77.8926010132,ECH,6.028E-02,4.194E-02,2.521E-02,1.531E-02,1.407E-03,6.751E-02,4.188E-02,7.921E-03,
G92391495,184.932067871,-74.06590271,ECH,8.713E-02,5.508E-02,4.152E-02,2.047E-02,3.136E-03,9.704E-02,5.797E-02,1.108E-02,4.054E-03
G92391572,185.090713501,-74.1276092529,ECH,1.349E-01,8.95E-02,6.425E-02,3.319E-02,5.434E-03,1.528E-01,9.384E-02,1.76E-02,4.715E-03
CD-74712M,189.838500977,-75.0442123413,ECH,2.109E-01,1.287E-01,8.316E-02,5.108E-02,6.917E-03,2.494E-01,1.355E-01,2.39E-02,8.723E-03
AC4500678M,194.034606934,-69.4483108521,ECH,,,,,,2.199E-01,1.323E-01,2.667E-02,1.294E-02
CD-691055,194.606643677,-70.4803009033,ECH,,,,,,3.261E-01,1.752E-01,3.136E-02,8.739E-03
CP-681894M,200.531387329,-69.63671875,ECH,,,,,1.942E+00,7.174E-01,5.738E-01,6.874E-01,1.924E+00
Luhman2003_2,56.1473503113,32.1679382324,IC348,4.25E-01,3.51E-01,2.89E-01,2.98E-01,2.65E-01,5.154E-01,3.535E-01,3.351E-01,9.193E-01
Luhman2003_3,56.2110366821,32.3185424805,IC348,2.48E-01,1.68E-01,1.16E-01,7.21E-02,9.51E-03,3.03E-01,1.746E-01,6.223E-02,1.042E-01
Luhman2003_4,56.1299514771,32.106136322,IC348,2.06E-01,1.37E-01,9.66E-02,5.94E-02,9.39E-03,2.474E-01,1.38E-01,7.008E-02,1.879E-01
Luhman2003_5,56.1084442139,32.0751152039,IC348,3.89E-01,3.75E-01,3.49E-01,3.69E-01,4.74E-01,3.807E-01,3.413E-01,3.542E-01,9.582E-01
Luhman2003_6,56.1539230347,32.1126022339,IC348,2.08E-01,1.48E-01,1.16E-01,9.26E-02,4.61E-02,2.406E-01,1.641E-01,8.387E-02,1.843E-01
HD104467M,180.413131714,-78.9880142212,ECH,4.949E-01,,1.987E-01,,1.614E-02,5.805E-01,3.242E-01,5.608E-02,1.557E-02
Luhman2003_18,56.1284141541,32.1655006409,IC348,5.12E-02,3.53E-02,4.12E-02,7.41E-02,2.58E-02,6.084E-02,3.601E-02,1.461E-01,3.363E-01
Luhman2003_19,56.2817840576,32.1744270325,IC348,3.96E-02,3.44E-02,2.35E-02,1.47E-02,3.93E-03,5.945E-02,3.281E-02,2.12E-02,2.357E-02
Luhman2003_20,56.2339324951,32.1542358398,IC348,8.69E-02,6.53E-02,5.53E-02,4.38E-02,2.14E-01,8.027E-02,6.075E-02,6.504E-02,2.723E-01
G94152676,179.611740112,-77.9125137329,ECH,5.231E-02,3.463E-02,2.718E-02,1.394E-02,1.115E-02,5.584E-02,3.558E-02,6.761E-03,
Caballero2007_19,84.6614990234,-2.81700110435,SOri,,,,,,6.011E-01,3.048E-01,5.531E-02,1.953E-02
Caballero2007_22,84.4909133911,-2.44265007973,SOri,,,,,,1.141E-01,5.954E-02,1.069E-02,5.418E-03
Franciosini2006_31,84.8037109375,-2.4149389267,SOri,2.707E-04,1.901E-04,1.475E-04,,,2.867E-04,2.107E-04,9.41E-04,
2MASSJ04202606+2804089,65.1086120605,28.069152832,Taurus,4.903E-02,4.372E-02,4.149E-02,9.961E-02,3.55E-01,5.051E-02,3.988E-02,6.855E-02,2.781E-01
Luhman2003_29,56.0756950378,32.0825119019,IC348,7.56E-02,5.41E-02,6.62E-02,5.34E-02,4.69E-01,5.875E-02,4.826E-02,7.284E-02,7.363E-01
Luhman2003_30,56.1578369141,32.1344947815,IC348,6.91E-02,6.96E-02,5.41E-02,6.7E-02,8.94E-02,1.496E-01,1.212E-01,,
Luhman2003_31,56.1357917786,32.1451263428,IC348,3.21E-02,2.15E-02,1.56E-02,1.08E-02,1.52E-02,,,,
Luhman2003_32,56.1635017395,32.1265335083,IC348,4.19E-02,3.32E-02,2.16E-02,1.5E-02,4.84E-03,4.671E-02,2.976E-02,,
Luhman2003_34,56.1582527161,32.0582389832,IC348,5.38E-02,4.93E-02,4.29E-02,5.86E-02,6.83E-02,3.814E-02,3.41E-02,9.594E-02,2.563E-01
Luhman2003_35,56.0999526978,32.18334198,IC348,2.78E-02,1.95E-02,1.35E-02,8.35E-03,,3.619E-02,2.174E-02,2.394E-02,4.4E-02
Luhman2003_36,56.2572631836,32.2410087585,IC348,3.06E-02,2.13E-02,1.56E-02,9.46E-03,,3.724E-02,2.196E-02,2.397E-02,7.507E-02
Luhman2003_37,56.1238594055,32.177734375,IC348,3.78E-02,3.59E-02,2.98E-02,3.45E-02,1.38E-01,4.244E-02,3.83E-02,9.497E-02,5.213E-01
Luhman2003_38,56.090057373,32.1771316528,IC348,5.25E-02,4.95E-02,4.15E-02,3.79E-02,5.91E-02,4.922E-02,4.617E-02,7.278E-02,1.202E-01
Luhman2003_45,56.1453132629,32.1093673706,IC348,2.53E-02,1.63E-02,1.17E-02,7.37E-03,,2.955E-02,1.855E-02,,
Luhman2003_46,55.9899864197,32.0270462036,IC348,4.84E-02,3.73E-02,3.07E-02,1.89E-02,,4.178E-02,4.077E-02,1.129E-02,
Luhman2003_47,56.2317466736,32.1555175781,IC348,2.58E-02,1.81E-02,1.24E-02,7.65E-03,9.48E-03,2.84E-02,1.857E-02,,
Luhman2003_49,56.1813278198,32.1285438538,IC348,2.68E-02,1.83E-02,1.26E-02,8.65E-03,9.77E-03,3.112E-02,2.064E-02,6.662E-02,1.851E-01
Luhman2003_50,56.068447113,32.1653518677,IC348,2E-02,1.4E-02,9.69E-03,5.98E-03,,2.429E-02,1.405E-02,9.003E-03,2.269E-02
Luhman2003_51,56.1307220459,32.0039024353,IC348,3.36E-02,3.54E-02,3.3E-02,3.93E-02,5.82E-02,3.491E-02,3.999E-02,3.607E-02,6.605E-02
Luhman2003_52,56.0208282471,32.1649360657,IC348,1.89E-02,1.28E-02,9.16E-03,5.51E-03,,2.205E-02,1.235E-02,,
Luhman2003_53,56.1605873108,32.1335144043,IC348,2.91E-02,2.37E-02,2.01E-02,2.95E-02,1.1E-01,,,,
Luhman2003_54,56.1671562195,32.1928291321,IC348,2.05E-02,1.39E-02,1E-02,6.5E-03,,2.442E-02,1.453E-02,,9.339E-02
Luhman2003_55,56.106464386,32.1918869019,IC348,4.46E-02,4.12E-02,3.72E-02,5.23E-02,1.3E-01,4.042E-02,4.188E-02,8.702E-02,1.586E-01
Luhman2003_28,56.0796852112,32.1586952209,IC348,3.24E-02,2.33E-02,1.6E-02,9.81E-03,3.78E-03,4.224E-02,2.425E-02,1.902E-02,3.534E-02
Luhman2003_27,56.1313896179,32.1458206177,IC348,3.95E-02,2.76E-02,1.92E-02,1.18E-02,1.23E-02,5.192E-02,3.116E-02,1.176E-01,8.096E-01
2MASSJ04333905+2227207,68.412727356,22.4557743073,Taurus,2.891E-02,2.255E-02,1.741E-02,1.357E-02,8.173E-02,2.708E-02,2.212E-02,1.694E-02,8.216E-02
DRTau,71.7758712769,16.9785575867,Taurus,,,,,,1.633E+00,2.306E+00,1.843E+00,3.185E+00
Haro6-5B,65.5029067993,26.9590244293,Taurus,3.849E-02,7.814E-02,1.471E-01,2.676E-01,1.671E+00,2.485E-02,7.812E-02,3.493E-01,1.275E+00
KPNO12,64.7552947998,28.0468616486,Taurus,7.227E-04,6.489E-04,5.845E-04,5.087E-04,,6.028E-04,6.995E-04,1.116E-03,
V410X-ray2,64.6435317993,28.5083961487,Taurus,1.285E-01,1.04E-01,8.698E-02,6.11E-02,3.087E-01,1.084E-01,1.076E-01,5.744E-02,3.164E-01
Luhman2003_64,56.1188049316,31.9983329773,IC348,2.02E-02,1.65E-02,1.39E-02,1.37E-02,1.52E-02,1.894E-02,1.452E-02,1.11E-02,2.203E-02
Luhman2003_65,56.1125907898,32.0788040161,IC348,1.47E-02,1.03E-02,7.09E-03,4.28E-03,,1.541E-02,1.005E-02,,1.269E-01
Luhman2003_66,56.1357345581,32.1488342285,IC348,1.85E-02,1.44E-02,1.19E-02,1.06E-02,1.41E-02,2.431E-02,1.862E-02,1.602E-01,4.667E-01
Luhman2003_69,56.1823654175,32.175113678,IC348,1.88E-02,1.87E-02,2.09E-02,3.55E-02,6.81E-02,2.167E-02,2.251E-02,5.341E-02,2.064E-01
Luhman2003_70,56.1658210754,32.3011627197,IC348,2.16E-02,1.81E-02,1.49E-02,1.51E-02,2.17E-02,2.26E-02,1.831E-02,2.865E-02,6.955E-02
Luhman2003_71,56.1111755371,32.1389846802,IC348,2.97E-02,2.7E-02,2.11E-02,2.21E-02,4.98E-02,3.316E-02,3.342E-02,6.059E-02,2.723E-01
Luhman2003_74,56.1558380127,32.1032791138,IC348,1.44E-02,9.4E-03,6.97E-03,4.35E-03,,1.602E-02,9.078E-03,,
Luhman2003_76,56.1171913147,32.2667427063,IC348,1.2E-02,9.06E-03,6.65E-03,4.2E-03,1.7E-03,1.322E-02,8.456E-03,,
Luhman2003_77,56.1161651611,32.1254615784,IC348,1.45E-02,9.8E-03,6.87E-03,4.26E-03,,1.443E-02,1.042E-02,8.678E-03,2.354E-02
Luhman2003_78,55.9987792969,32.2341384888,IC348,1.29E-02,9.01E-03,6.21E-03,3.82E-03,,1.525E-02,9.011E-03,2.049E-02,5.849E-02
Luhman2003_79,56.1365356445,32.1543807983,IC348,1.43E-02,9.83E-03,7.54E-03,5.45E-03,,1.768E-02,1.634E-02,8.606E-02,
Luhman2003_80,56.1387901306,32.1610069275,IC348,2.2E-02,1.71E-02,1.24E-02,8.15E-03,,,,,
Luhman2003_81,56.1633148193,32.1624717712,IC348,1.79E-02,1.58E-02,1.4E-02,1.6E-02,4.84E-02,2.277E-02,2.388E-02,3.631E-02,8.984E-01
Luhman2003_82,56.0986099243,32.1129379272,IC348,1.29E-02,8.45E-03,6.33E-03,3.46E-03,,,,,
Luhman2003_83,56.0746269226,32.2056388855,IC348,1.27E-02,8.14E-03,6.09E-03,3.59E-03,,1.341E-02,8.535E-03,,2.61E-02
Luhman2003_84,55.8835792542,32.1047973633,IC348,1.11E-02,7.37E-03,5.17E-03,3.18E-03,,1.27E-02,7.264E-03,4.018E-03,
Luhman2003_85,56.0913162231,32.2032051086,IC348,1.14E-02,9.27E-03,6.54E-03,4.15E-03,,1.278E-02,8.34E-03,,
Luhman2003_86,56.1452522278,32.1648826599,IC348,1.24E-02,8.39E-03,6E-03,3.91E-03,,,,,
Luhman2003_87,56.1064567566,32.1047592163,IC348,1.6E-02,1.22E-02,9.96E-03,1.1E-02,2.63E-02,1.967E-02,1.52E-02,7.178E-02,1.592E-01
Luhman2003_88,56.1608505249,32.0851249695,IC348,1.24E-02,8.9E-03,6.3E-03,3.82E-03,,1.644E-02,1.272E-02,,
Luhman2003_63,55.9358901978,32.1382675171,IC348,1.9E-02,1.49E-02,1.14E-02,1.09E-02,1.04E-01,1.832E-02,1.175E-02,1.765E-02,1.165E-01
Luhman2003_91,56.093006134,32.2001953125,IC348,1.61E-02,1.71E-02,1.8E-02,2.22E-02,2.36E-02,2.883E-02,2.514E-02,2.15E-02,2.926E-02
J04151471+2800096,63.8113098145,28.0026702881,Taurus,,,,,,1.24E-03,9.255E-04,,
Mortier2011_10,241.995361328,-39.4096412659,Lupus,9.3E-03,6.3E-03,4.33E-03,2.6E-03,,8.713E-03,5.954E-03,,
Mortier2011_11,242.963180542,-38.8513298035,Lupus,4.79E-03,3.3E-03,2.26E-03,1.3E-03,,4.675E-03,3.133E-03,,
HIP77911,238.673324585,-22.7662563324,USco,,3.829E-01,,1.295E-01,1.512E-01,6.646E-01,3.739E-01,6.861E-02,1.563E-01
Luhman2003_99,56.1549682617,32.1544799805,IC348,9.82E-03,6.59E-03,5.03E-03,,,1.554E-02,1.497E-02,6.281E-02,8E-01
Luhman2003_105,56.102394104,32.0658683777,IC348,1.03E-02,6.98E-03,5.03E-03,3.05E-03,,1.297E-02,9.367E-03,7.447E-02,9.521E-02
Luhman2003_106,55.9776306152,32.0082855225,IC348,1.05E-02,7.33E-03,5.18E-03,3.27E-03,,1.018E-02,7.224E-03,,
Luhman2003_107,56.0902671814,32.1069068909,IC348,1.04E-02,6.58E-03,5.02E-03,3.2E-03,,1.354E-02,8.839E-03,4.857E-02,4.595E-02
Luhman2003_108,56.084072113,32.1490516663,IC348,9.79E-03,9.33E-03,8.33E-03,8.63E-03,5.62E-03,1.193E-02,1.062E-02,1.736E-02,4.05E-02
Luhman2003_109,56.0887298584,32.1989822388,IC348,1.15E-02,1E-02,9.6E-03,1.16E-02,1.38E-02,1.029E-02,6.893E-03,1.806E-02,3.537E-02
Luhman2003_110,56.0176696777,32.2304878235,IC348,9.4E-03,7.38E-03,5.2E-03,3.3E-03,,1.09E-02,7.698E-03,2.388E-02,8.877E-02
Luhman2003_111,56.1738777161,32.200630188,IC348,1.08E-02,8.14E-03,6.95E-03,6.91E-03,4.91E-02,1.351E-02,1.039E-02,4.831E-02,1.305E-01
Luhman2003_112,56.1632652283,32.3358154297,IC348,1.12E-02,9.15E-03,7.93E-03,7.54E-03,5.86E-03,1.212E-02,9.817E-03,6.138E-02,1.926E-01
Luhman2003_113,56.0567207336,32.2650794983,IC348,1.03E-02,6.74E-03,5.05E-03,3.07E-03,,1.054E-02,6.662E-03,1.82E-02,6.153E-02
Luhman2003_115,56.1878738403,32.2369689941,IC348,1.04E-02,7.02E-03,5.41E-03,3.52E-03,,9.713E-03,7.251E-03,9.145E-03,2.867E-02
Luhman2003_116,56.105430603,32.1702232361,IC348,1.24E-02,1E-02,9.45E-03,1.17E-02,1.1E-02,1.094E-02,1.145E-02,2.85E-02,8.022E-02
Luhman2003_117,56.1486854553,32.050983429,IC348,1.32E-02,1.26E-02,1.33E-02,1.5E-02,2.2E-02,1.399E-02,1.447E-02,5.375E-02,1.704E-01
Luhman2003_119,55.9841499329,32.1433906555,IC348,7.85E-03,5.83E-03,4E-03,2.34E-03,,9.423E-03,5.613E-03,9.727E-03,1.931E-02
Luhman2003_120,56.1599235535,32.2165985107,IC348,7.42E-03,5.02E-03,3.45E-03,1.94E-03,,7.575E-03,4.571E-03,,1.355E-02
Luhman2003_121,56.1720619202,32.1736755371,IC348,9.76E-03,7.15E-03,5.03E-03,2.24E-03,,1.033E-02,9.145E-03,1.315E-02,1.058E-01
Luhman2003_122,56.1775665283,32.1054115295,IC348,7.78E-03,5.19E-03,3.78E-03,,3.86E-03,1.207E-02,8.953E-03,,
Luhman2003_123,55.955821991,32.1777381897,IC348,7.46E-03,5.72E-03,3.93E-03,2.43E-03,,8.169E-03,5.35E-03,1.223E-03,6.496E-03
Luhman2003_125,56.2618942261,32.1168403625,IC348,9.28E-03,6.83E-03,4.78E-03,2.9E-03,,9.149E-03,6.48E-03,9.028E-03,2.403E-02
Luhman2003_126,56.1451072693,32.1883468628,IC348,8.37E-03,6.03E-03,4.28E-03,2.15E-03,,7.78E-03,5.921E-03,,
Luhman2003_129,56.028263092,32.131690979,IC348,1.09E-02,9.35E-03,8.46E-03,9.3E-03,1.43E-02,1.067E-02,9.019E-03,2.397E-02,3.769E-02
Luhman2003_98,56.1873168945,32.2267913818,IC348,1.12E-02,8.5E-03,5.95E-03,3.49E-03,,1.199E-02,8.749E-03,1.067E-02,
J04294568+2630468,67.4403305054,26.5130023956,Taurus,1.068E-02,7.026E-03,4.822E-03,2.987E-03,,9.931E-03,7.271E-03,1.885E-03,
